"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4591021";"";"0";"355.43";"0";"3.40";"15";"COCOc1ccc2c(c1OCOC)-c1cccc3c1[C@@H](C2)N(C)CC3";"EC50";"'='";"8317.64";"nM";"5.08";"";"";"UO_0000065";"14.29";"0.27";"1.68";"12.65";"False";"CHEMBL4345332";"Agonist activity at D2 long receptor (unknown origin) transfected in human HEK293T cells assessed as increase in cAMP accumulation incubated for 2 hrs by cAMP Glo-sensor assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4342494";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL2165115";"";"0";"434.37";"1";"5.20";"40";"O=c1[nH]c2ccc(OCCCCN3CCC(c4cccc(Cl)c4Cl)CC3)cc2[nH]1";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL2169116";"Agonist activity at human D2L receptor expressed in HEK293T cells coexpressing Gi subunit assessed as inhibition of isoproterenol-stimulated cAMP production by luminescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163335";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3706569";""
"CHEMBL2397383";"";"0";"409.91";"0";"4.15";"21";"CN1CCc2ccc(Cc3ccc(O)cc3)c3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl";"EC50";"'='";"2.7";"nM";"8.57";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2399857";"Agonist activity at human dopamine D2L receptor expressed in HEK293 cells assessed as forskolin-stimulated cAMP accumulation after 15 mins";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2396540";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"CHEMBL3307715";""
"CHEMBL4589737";"";"0";"309.41";"0";"3.76";"(R)-6";"COc1ccc2c(c1OC)-c1ccc(C)c3c1[C@@H](C2)N(C)CC3";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4345332";"Agonist activity at D2 long receptor (unknown origin) transfected in human HEK293T cells assessed as increase in cAMP accumulation incubated for 2 hrs by cAMP Glo-sensor assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4342494";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL4095452";"";"0";"524.62";"1";"1.96";"17";"CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCOCCOCCOCCOc2ccc3c(c2)NC(=O)CC3)C1";"EC50";"'='";"1004.6";"nM";"6.00";"";"";"UO_0000065";"11.43";"0.22";"4.04";"5.71";"False";"CHEMBL4011214";"Agonist activity at human dopamine D2 receptor expressed in HEK293 cells assessed as cAMP inhibition by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007493";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL240773";"QUINPIROLE";"0";"219.33";"0";"2.00";"Quinpirole";"CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21";"EC50";"'='";"1.3";"nM";"8.89";"";"";"UO_0000065";"40.51";"0.76";"6.89";"27.84";"False";"CHEMBL4433969";"Agonist activity at D2R (unknown origin) expressed in HEK293 cells assessed as effect on cAMP accumulation incubated for 10 mins by Gi-cAMP Glosensor assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4433225";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"CHEMBL3307715";""
"CHEMBL4555547";"";"0";"379.46";"0";"4.07";"18";"CCCN1CCc2cccc3c2[C@H]1Cc1ccc(OC(C)=O)c(OC(C)=O)c1-3";"EC50";"'='";"6.31";"nM";"8.20";"";"";"UO_0000065";"21.61";"0.40";"4.13";"14.68";"False";"CHEMBL4345328";"Agonist activity at C-terminal RLuc8-fused D2 long receptor (unknown origin) transfected in human HEK293T cells co-expressing N-terminal Venus-tagged beta-arrestin2 assessed as increase in beta-arrestin2 recruitment measured after 5 mins in presence of coelenterazine H by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4342494";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL4581262";"";"0";"385.85";"0";"3.94";"8";"CC(=O)Oc1c(Cl)cc2c(c1OC(C)=O)-c1cccc3c1[C@@H](C2)N(C)CC3";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4345332";"Agonist activity at D2 long receptor (unknown origin) transfected in human HEK293T cells assessed as increase in cAMP accumulation incubated for 2 hrs by cAMP Glo-sensor assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4342494";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL1112";"ARIPIPRAZOLE";"4";"448.39";"0";"4.86";"2a, Aripiprazole";"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1";"EC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"";"";"";"";"True";"CHEMBL3293227";"Agonist activity at human dopamine D2 short receptor transiently expressed in HEK293 cells co-expressing Galphai2 after 30 mins by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286313";"1";"Scientific Literature";"J. Med. Chem.";"2014";"CHEMBL3307715";""
"CHEMBL4060461";"";"0";"423.52";"0";"3.13";"16c";"COc1ccccc1N1CCN(CCCCOc2ccn3ncc(/C=N/O)c3c2)CC1";"EC50";"'='";"117.49";"nM";"6.93";"";"";"UO_0000065";"16.36";"0.31";"3.80";"9.26";"False";"CHEMBL4010165";"Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing Galphai2 incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3706569";""
"CHEMBL4067439";"";"0";"408.50";"0";"3.14";"14a";"COc1ccccc1N1CCN(CCCCOc2ccc3c(C=O)cnn3c2)CC1";"EC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"16.70";"0.31";"3.68";"11.51";"False";"CHEMBL4010165";"Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing Galphai2 incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3706569";""
"CHEMBL4098803";"";"0";"380.49";"0";"3.32";"12a";"COc1ccccc1N1CCN(CCCCOc2ccc3ccnn3c2)CC1";"EC50";"'='";"2.1";"nM";"8.68";"";"";"UO_0000065";"22.81";"0.42";"5.36";"20.54";"False";"CHEMBL4010168";"Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai1 after 10 mins by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL3613873";"";"0";"417.52";"0";"2.68";"43";"COc1ccccc1N1CCN(CCCc2cn(-c3ccn4nccc4c3)nn2)CC1";"EC50";"'='";"977.24";"nM";"6.01";"";"";"UO_0000065";"14.39";"0.26";"3.33";"9.43";"False";"CHEMBL3614297";"Activity at dopamine D2S receptor (unknown origin) expressed in HEK293 cell membranes co-expressing Galpha protein subunit Galphao1 by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3612016";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL3613878";"";"0";"442.35";"0";"3.59";"55";"Clc1cccc(N2CCN(CCc3cn(-c4ccn5nccc5c4)nn3)CC2)c1Cl";"EC50";"'='";"478.63";"nM";"6.32";"";"";"UO_0000065";"14.29";"0.29";"2.73";"11.60";"False";"CHEMBL3614297";"Activity at dopamine D2S receptor (unknown origin) expressed in HEK293 cell membranes co-expressing Galpha protein subunit Galphao1 by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3612016";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL134807";"";"0";"359.38";"0";"2.88";"10a";"O=C(O)C(=O)O.Oc1ccc2c(c1)O[C@@H](CNCc1ccccc1)CC2";"EC50";"'='";"0.01995";"nM";"10.70";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3117733";"Agonist activity at human dopamine D2L receptor expressed in HEK293 cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by LANCE assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3112461";"1";"Scientific Literature";"J. Med. Chem.";"2014";"CHEMBL3307715";""
"CHEMBL240773";"QUINPIROLE";"0";"219.33";"0";"2.00";"Quinpirole";"CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21";"EC50";"'='";"680.0";"nM";"6.17";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3387744";"Agonist activity at D2 receptor (unknown origin) after 40 mins by [35S]GTP-gammaS binding assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351714";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2014";"None";""
"CHEMBL4523054";"";"0";"365.43";"0";"3.60";"9";"CC(=O)Oc1c(C)cc2c(c1OC(C)=O)-c1cccc3c1[C@@H](C2)N(C)CC3";"EC50";"'='";"1819.7";"nM";"5.74";"";"";"UO_0000065";"15.71";"0.29";"2.14";"10.28";"False";"CHEMBL4345328";"Agonist activity at C-terminal RLuc8-fused D2 long receptor (unknown origin) transfected in human HEK293T cells co-expressing N-terminal Venus-tagged beta-arrestin2 assessed as increase in beta-arrestin2 recruitment measured after 5 mins in presence of coelenterazine H by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4342494";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL4588808";"";"0";"325.42";"0";"1.94";"17; RNB01-007";"Cc1cccc(NC(=O)CCN2CCN(c3ncccn3)CC2)c1";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4392174";"Agonist activity at human D2L receptor expressed in CHOK1 cells assessed as inhibition of forskolin-induced cAMP accumulation measured after 30 mins by Eu-cAMP tracer based TR-FRET assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4390675";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL2165137";"";"0";"435.42";"1";"6.64";"35";"Clc1cccc(C2CCN(CCCCOc3ccc4scnc4c3)CC2)c1Cl";"EC50";"'='";"79.0";"nM";"7.10";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2168916";"Agonist activity at D2L receptor in human HTLA cells assessed as beta arrestin recruitment at 6 uM after 18 hrs by luminescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HTLA";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163335";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL4440776";"";"0";"409.49";"0";"3.02";"24";"COc1ccc(OCCN2CCN(C(=O)c3cc4c(OC)cccc4[nH]3)CC2)cc1";"EC50";"'='";"5200.0";"nM";"5.28";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL2397380";"";"0";"317.82";"0";"3.16";"18";"Cc1ccc2c3c1-c1c(ccc(O)c1O)C[C@H]3N(C)CC2.Cl";"EC50";"'='";"5.1";"nM";"8.29";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2399857";"Agonist activity at human dopamine D2L receptor expressed in HEK293 cells assessed as forskolin-stimulated cAMP accumulation after 15 mins";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2396540";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"CHEMBL3307715";""
"CHEMBL4548345";"";"0";"409.49";"0";"3.02";"21";"COc1ccc(OCCN2CCN(C(=O)c3cc4cccc(OC)c4[nH]3)CC2)cc1";"EC50";"'='";"6000.0";"nM";"5.22";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4094794";"";"0";"486.62";"0";"4.45";"24";"Cc1ccccc1N1CCN(CCCCNC(=O)Oc2ccc(-c3cccc(C(N)=O)c3)cc2)CC1";"EC50";"'='";"49.3";"nM";"7.31";"";"";"UO_0000065";"15.02";"0.28";"2.86";"8.31";"False";"CHEMBL4008740";"Agonist activity at human dopamine D2 receptor-short expressed in CHO-K1 cells assessed as reduction in adenylyl cyclase activator NKH 477 induced cAMP accumulation preincubated for 10 mins followed by NKH 477 addition by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007414";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL240773";"QUINPIROLE";"0";"219.33";"0";"2.00";"Quinpirole";"CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21";"EC50";"'='";"73.0";"nM";"7.14";"";"";"UO_0000065";"32.54";"0.61";"5.14";"22.36";"False";"CHEMBL4046981";"Agonist activity at human D2SR expressed in HEK293 cells incubated for 5 hrs by beta-Arrestin 2 recruitment assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043213";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL3577345";"";"0";"591.80";"2";"5.58";"(R)-4";"CCCCn1cc(CCCOc2ccc(C(=O)NCCCCN(CCC)[C@@H]3CCc4c(O)cccc4C3)cc2OC)nn1";"EC50";"'='";"830.0";"nM";"6.08";"";"";"UO_0000065";"10.28";"0.19";"0.50";"5.98";"False";"CHEMBL3578961";"Intrinsic activity at human dopamine D2S receptor expressed in HEK293 cells co-transfected with Galpha0i assessed as [35S]GTPgammaS binding after 30 mins by [35S]GTPgammaS incorporation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3576771";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL3287402";"";"0";"447.37";"0";"4.43";"7f";"O=Cc1cc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccn2n1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3293227";"Agonist activity at human dopamine D2 short receptor transiently expressed in HEK293 cells co-expressing Galphai2 after 30 mins by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286313";"1";"Scientific Literature";"J. Med. Chem.";"2014";"CHEMBL3307715";""
"CHEMBL240773";"QUINPIROLE";"0";"219.33";"0";"2.00";"quinpirole";"CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21";"EC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"25.71";"0.48";"3.64";"17.66";"False";"CHEMBL3578963";"Intrinsic activity at human dopamine D2S receptor expressed in HEK293 cells co-transfected with Galphai2 assessed as [35S]GTPgammaS binding after 30 mins by [35S]GTPgammaS incorporation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3576771";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL4554045";"";"0";"384.87";"0";"3.05";"101";"O=C(c1cc2ccccc2[nH]1)N1CCN(CCOc2cncc(Cl)c2)CC1";"EC50";"'='";"790.0";"nM";"6.10";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4580359";"";"0";"407.51";"0";"3.79";"107";"COc1ccc(OCCCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4442011";"";"0";"323.44";"0";"4.02";"(S)-5";"CCc1ccc2c3c1CCN(C)[C@H]3Cc1ccc(OC)c(OC)c1-2";"EC50";"'='";"613.5";"nM";"6.21";"";"";"UO_0000065";"19.21";"0.35";"2.19";"28.63";"False";"CHEMBL4345328";"Agonist activity at C-terminal RLuc8-fused D2 long receptor (unknown origin) transfected in human HEK293T cells co-expressing N-terminal Venus-tagged beta-arrestin2 assessed as increase in beta-arrestin2 recruitment measured after 5 mins in presence of coelenterazine H by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4342494";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL4575155";"";"0";"364.45";"0";"2.71";"63";"Cc1cccc2[nH]c(C(=O)N3CCN(CCOc4cccnc4)CC3)cc12";"EC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4435730";"";"0";"364.45";"0";"2.41";"66";"Cn1cc(C(=O)N2CCN(CCOc3cccnc3)CC2)c2ccccc21";"EC50";"'='";"4400.0";"nM";"5.36";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4444245";"";"0";"400.48";"0";"2.55";"7";"COc1ccc(C(=O)N2CCN(CCOc3cc(OC)cc(OC)c3)CC2)cc1";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4513935";"";"0";"374.87";"0";"3.19";"14";"COc1ccc(OCCN2CCN(C(=O)c3ccc(Cl)cc3)CC2)cc1";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4466214";"";"0";"384.87";"0";"3.05";"69";"O=C(c1cc2cc(Cl)ccc2[nH]1)N1CCN(CCOc2cccnc2)CC1";"EC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL3088209";"";"0";"358.53";"0";"4.52";"20";"CC(C)(C)OC(=O)N[C@H]1CC[C@H](CCN2CCc3ccccc3C2)CC1";"EC50";"'='";"33.0";"nM";"7.48";"";"";"UO_0000065";"20.87";"0.39";"2.96";"18.00";"False";"CHEMBL4394473";"Partial agonist activity at human Gi/o-coupled D2R expressed in HEK293T cells assessed as inhibition of isoproterenol-induced cAMP accumulation preincubated for 15 mins followed by isoproterenol-stimulation and measured by Glosensor-based luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393669";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
